title,description,url,content
Poland | Data,Poland from The World Bank: Data,https://data.worldbank.org/country/poland?view=chart,data page close brows countri indic data menu page data brows countri indic us get help desk contact data improv statist capac global data facil intern comparison program power pariti intern household surveI network joint extern debt hub open data quarterli extern debt statist world develop intern debt statist countri data develop use jump human capit index global econom climat overview theme goal topic social econom environ social indic recent valu trend poverti ratio daI poverti ratio daI recent valu trend life expect total life expect total recent valu trend total total recent valu trend popul growth popul growth recent valu trend net migrat net migrat recent valu trend human capit index human capit index recent valu trend econom indic recent valu trend current constant current constant recent valu billion billion trend per per current constant current constant recent valu trend growth growth recent valu trend total total labor total total labor recent valu trend consum consum recent valu trend person receiv person receiv recent valu trend environ indic recent valu trend per per recent valu trend forest area land forest area land recent valu trend access electr access electr recent valu trend annual total intern annual total intern recent valu trend electr product renew exclud hydroelectr electr product renew exclud hydroelectr recent valu trend peopl safe sanit peopl safe sanit recent valu trend indic recent valu trend intent intent recent valu trend central govern total central govern total data avail trend statist perform overal score statist perform overal score recent valu trend recent valu trend proport nation proport nation recent valu trend foreign direct net foreign direct net recent valu trend map compar time seri world develop excel explor countri profil back top fiscal year billion new supplement fiscal year brows map summari million maI origin princip amount amount amount undisburs amount oblig summari financi intermediari fund thousand explor raw data world slice dice visual share site social take home mobil recent ne assess un refuge agenc winter cash assist un refuge agenc food insecur experi scale statist divis ne assess un refuge agenc reach provid data peopl live oper human capit index per horizont product rel complet educ full health human capit index data countri level human capit index well overal index amount human capit child born todaI expect attain age given poor health poor educ prevail countri design highlight current health educ shape product next gener assum born todaI experi next educ health age rang current human capit index global econom annual growth global econom world economi affect report major commod financi global econom climat chang averag monthli temperatur averag monthli rainfal climat chang knowledg portal climat data inform understand commun futur climat chang climat chang knowledg portal help us improv site help feedback legal privaci notic access inform contact world bank report fraud corrupt site optim function give best possibl continu navig beyond learn click
Papua New Guinea | Data,Papua New Guinea from The World Bank: Data,https://data.worldbank.org/country/papua-new-guinea?view=chart,data page new guinea close brows countri indic data menu page data brows countri indic us get help desk contact data improv statist capac global data facil intern comparison program power pariti intern household surveI network joint extern debt hub open data quarterli extern debt statist world develop intern debt statist countri data develop use new guinea jump human capit index global econom climat overview theme goal topic social econom environ social indic recent valu trend poverti ratio daI poverti ratio daI recent valu trend life expect total life expect total recent valu trend total total recent valu trend popul growth popul growth recent valu trend net migrat net migrat recent valu trend human capit index human capit index recent valu trend econom indic recent valu trend current constant current constant recent valu billion billion trend per per current constant current constant recent valu trend growth growth recent valu trend total total labor total total labor recent valu trend consum consum recent valu trend person receiv person receiv recent valu trend environ indic recent valu trend per per recent valu trend forest area land forest area land recent valu trend access electr access electr recent valu trend annual total intern annual total intern recent valu trend electr product renew exclud hydroelectr electr product renew exclud hydroelectr data avail trend peopl safe sanit peopl safe sanit data avail trend indic recent valu trend intent intent recent valu trend central govern total central govern total recent valu trend statist perform overal score statist perform overal score recent valu trend recent valu trend proport nation proport nation recent valu trend foreign direct net foreign direct net recent valu trend map compar time seri world develop excel explor countri profil back top fiscal year million new supplement fiscal year brows map summari maI origin princip amount amount amount undisburs amount oblig summari million maI origin princip amount amount amount undisburs amount oblig explor raw data world slice dice visual share site social take home mobil recent world bank group countri surveI public opinion research group world bank group countri surveI public opinion research group enterpris surveI world bank world bank group countri surveI public opinion research group provid data peopl live oper human capit index per horizont product rel complet educ full health new guinea human capit index data countri level human capit index well overal index amount human capit child born todaI expect attain age given poor health poor educ prevail countri design highlight current health educ shape product next gener assum born todaI experi next educ health age rang current human capit index global econom annual growth new guinea global econom world economi affect report major commod financi global econom climat chang averag monthli temperatur averag monthli rainfal climat chang knowledg portal climat data inform understand commun futur climat chang climat chang knowledg portal help us improv site help feedback legal privaci notic access inform contact world bank report fraud corrupt site optim function give best possibl continu navig beyond learn click
Philippines | Data,Philippines from The World Bank: Data,https://data.worldbank.org/country/philippines?view=chart,data page close brows countri indic data menu page data brows countri indic us get help desk contact data improv statist capac global data facil intern comparison program power pariti intern household surveI network joint extern debt hub open data quarterli extern debt statist world develop intern debt statist countri data develop use jump human capit index global econom climat overview theme goal topic social econom environ social indic recent valu trend poverti ratio daI poverti ratio daI recent valu trend life expect total life expect total recent valu trend total total recent valu trend popul growth popul growth recent valu trend net migrat net migrat recent valu trend human capit index human capit index recent valu trend econom indic recent valu trend current constant current constant recent valu billion billion trend per per current constant current constant recent valu trend growth growth recent valu trend total total labor total total labor recent valu trend consum consum recent valu trend person receiv person receiv recent valu trend environ indic recent valu trend per per recent valu trend forest area land forest area land recent valu trend access electr access electr recent valu trend annual total intern annual total intern recent valu trend electr product renew exclud hydroelectr electr product renew exclud hydroelectr recent valu trend peopl safe sanit peopl safe sanit recent valu trend indic recent valu trend intent intent recent valu trend central govern total central govern total recent valu trend statist perform overal score statist perform overal score recent valu trend recent valu trend proport nation proport nation recent valu trend foreign direct net foreign direct net recent valu trend map compar time seri world develop excel explor countri profil back top fiscal year million new supplement fiscal year brows map summari billion maI origin princip amount amount amount undisburs amount oblig explor raw data world slice dice visual share site social take home mobil recent data household surveI food agricultur organ unit data world food nation demograph health surveI statist author world bank group countri surveI public opinion research group data household surveI food agricultur data hub provid data peopl live oper human capit index per horizont product rel complet educ full health human capit index data countri level human capit index well overal index amount human capit child born todaI expect attain age given poor health poor educ prevail countri design highlight current health educ shape product next gener assum born todaI experi next educ health age rang current human capit index global econom annual growth global econom world economi affect report major commod financi global econom climat chang averag monthli temperatur averag monthli rainfal climat chang knowledg portal climat data inform understand commun futur climat chang climat chang knowledg portal help us improv site help feedback legal privaci notic access inform contact world bank report fraud corrupt site optim function give best possibl continu navig beyond learn click
Qatar | Data,Qatar from The World Bank: Data,https://data.worldbank.org/country/qatar?view=chart,data page close brows countri indic data menu page data brows countri indic us get help desk contact data improv statist capac global data facil intern comparison program power pariti intern household surveI network joint extern debt hub open data quarterli extern debt statist world develop intern debt statist countri data develop use jump human capit index global econom climat overview theme goal topic social econom environ social indic recent valu trend poverti ratio daI poverti ratio daI data avail trend life expect total life expect total recent valu trend total total recent valu trend popul growth popul growth recent valu trend net migrat net migrat recent valu trend human capit index human capit index recent valu trend econom indic recent valu trend current constant current constant recent valu billion billion trend per per current constant current constant recent valu trend growth growth recent valu trend total total labor total total labor recent valu trend consum consum recent valu trend person receiv person receiv recent valu trend environ indic recent valu trend per per recent valu trend forest area land forest area land recent valu trend access electr access electr recent valu trend annual total intern annual total intern recent valu trend electr product renew exclud hydroelectr electr product renew exclud hydroelectr recent valu trend peopl safe sanit peopl safe sanit recent valu trend indic recent valu trend intent intent recent valu trend central govern total central govern total data avail trend statist perform overal score statist perform overal score recent valu trend recent valu trend proport nation proport nation recent valu trend foreign direct net foreign direct net recent valu trend map compar time seri world develop excel explor countri profil back top summari financi intermediari fund million explor raw data world slice dice visual share site social take home mobil recent multipl indic cluster surveI ministri develop suprem council health foundat unit fund global financi inclus develop research financ privat sector develop unit futur busi surveI econom develop world bank govern govern provid data peopl live oper human capit index per horizont product rel complet educ full health human capit index data countri level human capit index well overal index amount human capit child born todaI expect attain age given poor health poor educ prevail countri design highlight current health educ shape product next gener assum born todaI experi next educ health age rang current human capit index global econom annual growth global econom world economi affect report major commod financi global econom climat chang averag monthli temperatur averag monthli rainfal climat chang knowledg portal climat data inform understand commun futur climat chang climat chang knowledg portal help us improv site help feedback legal privaci notic access inform contact world bank report fraud corrupt site optim function give best possibl continu navig beyond learn click
Romania | Data,Romania from The World Bank: Data,https://data.worldbank.org/country/romania?view=chart,data page close brows countri indic data menu page data brows countri indic us get help desk contact data improv statist capac global data facil intern comparison program power pariti intern household surveI network joint extern debt hub open data quarterli extern debt statist world develop intern debt statist countri data develop use jump human capit index global econom climat overview theme goal topic social econom environ social indic recent valu trend poverti ratio daI poverti ratio daI recent valu trend life expect total life expect total recent valu trend total total recent valu trend popul growth popul growth recent valu trend net migrat net migrat recent valu trend human capit index human capit index recent valu trend econom indic recent valu trend current constant current constant recent valu billion billion trend per per current constant current constant recent valu trend growth growth recent valu trend total total labor total total labor recent valu trend consum consum recent valu trend person receiv person receiv recent valu trend environ indic recent valu trend per per recent valu trend forest area land forest area land recent valu trend access electr access electr recent valu trend annual total intern annual total intern recent valu trend electr product renew exclud hydroelectr electr product renew exclud hydroelectr recent valu trend peopl safe sanit peopl safe sanit recent valu trend indic recent valu trend intent intent recent valu trend central govern total central govern total recent valu trend statist perform overal score statist perform overal score recent valu trend recent valu trend proport nation proport nation recent valu trend foreign direct net foreign direct net recent valu trend map compar time seri world develop excel explor countri profil back top fiscal year million new supplement fiscal year brows map summari million maI origin princip amount amount amount undisburs amount oblig summari financi intermediari fund thousand explor raw data world slice dice visual share site social take home mobil recent ne assess un refuge agenc world bank group countri surveI public opinion research group food insecur experi scale statist divis protect un refuge agenc provid data peopl live oper human capit index per horizont product rel complet educ full health human capit index data countri level human capit index well overal index amount human capit child born todaI expect attain age given poor health poor educ prevail countri design highlight current health educ shape product next gener assum born todaI experi next educ health age rang current human capit index global econom annual growth global econom world economi affect report major commod financi global econom climat chang averag monthli temperatur averag monthli rainfal climat chang knowledg portal climat data inform understand commun futur climat chang climat chang knowledg portal help us improv site help feedback legal privaci notic access inform contact world bank report fraud corrupt site optim function give best possibl continu navig beyond learn click
Russian Federation | Data,Russian Federation from The World Bank: Data,https://data.worldbank.org/country/russian-federation?view=chart,data page feder close brows countri indic data menu page data brows countri indic us get help desk contact data improv statist capac global data facil intern comparison program power pariti intern household surveI network joint extern debt hub open data quarterli extern debt statist world develop intern debt statist countri data develop use feder jump human capit index global econom climat overview theme goal topic social econom environ social indic recent valu trend poverti ratio daI poverti ratio daI recent valu trend life expect total life expect total recent valu trend total total recent valu trend popul growth popul growth recent valu trend net migrat net migrat recent valu trend human capit index human capit index recent valu trend econom indic recent valu trend current constant current constant recent valu trillion trillion trend per per current constant current constant recent valu trend growth growth recent valu trend total total labor total total labor recent valu trend consum consum recent valu trend person receiv person receiv recent valu trend environ indic recent valu trend per per recent valu trend forest area land forest area land recent valu trend access electr access electr recent valu trend annual total intern annual total intern recent valu trend electr product renew exclud hydroelectr electr product renew exclud hydroelectr recent valu trend peopl safe sanit peopl safe sanit recent valu trend indic recent valu trend intent intent recent valu trend central govern total central govern total recent valu trend statist perform overal score statist perform overal score recent valu trend recent valu trend proport nation proport nation recent valu trend foreign direct net foreign direct net recent valu trend map compar time seri world develop excel explor countri profil back top fiscal year million new supplement fiscal year brows map summari financi intermediari fund million explor raw data world slice dice visual share site social take home mobil recent global financi inclus develop research financ privat sector develop unit world bank group countri surveI public opinion research group enterpris surveI enterpris analysi team global enterpris surveI world bank group bank reconstruct develop invest bank provid data peopl live oper human capit index per horizont product rel complet educ full health feder human capit index data countri level human capit index well overal index amount human capit child born todaI expect attain age given poor health poor educ prevail countri design highlight current health educ shape product next gener assum born todaI experi next educ health age rang current human capit index global econom annual growth feder global econom world economi affect report major commod financi global econom climat chang averag monthli temperatur averag monthli rainfal climat chang knowledg portal climat data inform understand commun futur climat chang climat chang knowledg portal help us improv site help feedback legal privaci notic access inform contact world bank report fraud corrupt site optim function give best possibl continu navig beyond learn click
Palau | Data,Palau from The World Bank: Data,https://data.worldbank.org/country/palau?view=chart,data page close brows countri indic data menu page data brows countri indic us get help desk contact data improv statist capac global data facil intern comparison program power pariti intern household surveI network joint extern debt hub open data quarterli extern debt statist world develop intern debt statist countri data develop use jump human capit index global econom climat overview theme goal topic social econom environ social indic recent valu trend poverti ratio daI poverti ratio daI data avail trend life expect total life expect total recent valu trend total total recent valu trend popul growth popul growth recent valu trend net migrat net migrat recent valu trend human capit index human capit index recent valu trend econom indic recent valu trend current constant current constant recent valu trend per per current constant current constant recent valu trend growth growth recent valu trend total total labor total total labor data avail trend consum consum recent valu trend person receiv person receiv recent valu trend environ indic recent valu trend per per recent valu trend forest area land forest area land recent valu trend access electr access electr recent valu trend annual total intern annual total intern data avail trend electr product renew exclud hydroelectr electr product renew exclud hydroelectr data avail trend peopl safe sanit peopl safe sanit data avail trend indic recent valu trend intent intent recent valu trend central govern total central govern total recent valu trend statist perform overal score statist perform overal score recent valu trend recent valu trend proport nation proport nation recent valu trend foreign direct net foreign direct net recent valu trend map compar time seri world develop excel explor countri profil back top recent govern govern financi develop structur beck ross eric school univers global incom inequ research infrastructur econom perform ana provid data peopl live oper human capit index per horizont product rel complet educ full health human capit index data countri level human capit index well overal index amount human capit child born todaI expect attain age given poor health poor educ prevail countri design highlight current health educ shape product next gener assum born todaI experi next educ health age rang current human capit index global econom annual growth global econom world economi affect report major commod financi global econom climat chang averag monthli temperatur averag monthli rainfal climat chang knowledg portal climat data inform understand commun futur climat chang climat chang knowledg portal help us improv site help feedback legal privaci notic access inform contact world bank report fraud corrupt site optim function give best possibl continu navig beyond learn click
Portugal | Data,Portugal from The World Bank: Data,https://data.worldbank.org/country/portugal?view=chart,data page close brows countri indic data menu page data brows countri indic us get help desk contact data improv statist capac global data facil intern comparison program power pariti intern household surveI network joint extern debt hub open data quarterli extern debt statist world develop intern debt statist countri data develop use jump human capit index climat overview theme goal topic social econom environ social indic recent valu trend poverti ratio daI poverti ratio daI recent valu trend life expect total life expect total recent valu trend total total recent valu trend popul growth popul growth recent valu trend net migrat net migrat recent valu trend human capit index human capit index recent valu trend econom indic recent valu trend current constant current constant recent valu billion billion trend per per current constant current constant recent valu trend growth growth recent valu trend total total labor total total labor recent valu trend consum consum recent valu trend person receiv person receiv recent valu trend environ indic recent valu trend per per recent valu trend forest area land forest area land recent valu trend access electr access electr recent valu trend annual total intern annual total intern recent valu trend electr product renew exclud hydroelectr electr product renew exclud hydroelectr recent valu trend peopl safe sanit peopl safe sanit recent valu trend indic recent valu trend intent intent recent valu trend central govern total central govern total data avail trend statist perform overal score statist perform overal score recent valu trend recent valu trend proport nation proport nation recent valu trend foreign direct net foreign direct net recent valu trend map compar time seri world develop excel explor countri profil back top fiscal year million new supplement fiscal year brows map summari financi intermediari fund million explor raw data world slice dice visual share site social take home mobil recent food insecur experi scale statist divis enterpris surveI round enterpris analysi team global food insecur experi scale statist divis global financi inclus develop research financ privat sector develop unit provid data peopl live oper human capit index per horizont product rel complet educ full health human capit index data countri level human capit index well overal index amount human capit child born todaI expect attain age given poor health poor educ prevail countri design highlight current health educ shape product next gener assum born todaI experi next educ health age rang current human capit index climat chang averag monthli temperatur averag monthli rainfal climat chang knowledg portal climat data inform understand commun futur climat chang climat chang knowledg portal help us improv site help feedback legal privaci notic access inform contact world bank report fraud corrupt site optim function give best possibl continu navig beyond learn click
Panama | Data,Panama from The World Bank: Data,https://data.worldbank.org/country/panama?view=chart,data page panama close brows countri indic data menu page data brows countri indic us get help desk contact data improv statist capac global data facil intern comparison program power pariti intern household surveI network joint extern debt hub open data quarterli extern debt statist world develop intern debt statist countri data develop use panama jump human capit index global econom climat overview theme goal topic social econom environ social indic recent valu trend poverti ratio daI poverti ratio daI recent valu trend life expect total life expect total recent valu trend total total recent valu trend popul growth popul growth recent valu trend net migrat net migrat recent valu trend human capit index human capit index recent valu trend econom indic recent valu trend current constant current constant recent valu billion billion trend per per current constant current constant recent valu trend growth growth recent valu trend total total labor total total labor recent valu trend consum consum recent valu trend person receiv person receiv recent valu trend environ indic recent valu trend per per recent valu trend forest area land forest area land recent valu trend access electr access electr recent valu trend annual total intern annual total intern recent valu trend electr product renew exclud hydroelectr electr product renew exclud hydroelectr recent valu trend peopl safe sanit peopl safe sanit data avail trend indic recent valu trend intent intent recent valu trend central govern total central govern total data avail trend statist perform overal score statist perform overal score recent valu trend recent valu trend proport nation proport nation recent valu trend foreign direct net foreign direct net recent valu trend map compar time seri world develop excel explor countri profil back top fiscal year million new supplement fiscal year brows map summari million maI origin princip amount amount amount undisburs amount oblig explor raw data world slice dice visual share site social take home mobil recent pilot test evalu indic stella world bank group countri surveI public opinion research group lac high frequenc phone wave romero provid data peopl live oper human capit index per horizont product rel complet educ full health panama human capit index data countri level human capit index well overal index amount human capit child born todaI expect attain age given poor health poor educ prevail countri design highlight current health educ shape product next gener assum born todaI experi next educ health age rang current human capit index global econom annual growth panama global econom world economi affect report major commod financi global econom climat chang averag monthli temperatur averag monthli rainfal climat chang knowledg portal climat data inform understand commun futur climat chang climat chang knowledg portal help us improv site help feedback legal privaci notic access inform contact world bank report fraud corrupt site optim function give best possibl continu navig beyond learn click
Paraguay | Data,Paraguay from The World Bank: Data,https://data.worldbank.org/country/paraguay?view=chart,data page close brows countri indic data menu page data brows countri indic us get help desk contact data improv statist capac global data facil intern comparison program power pariti intern household surveI network joint extern debt hub open data quarterli extern debt statist world develop intern debt statist countri data develop use jump human capit index global econom climat overview theme goal topic social econom environ social indic recent valu trend poverti ratio daI poverti ratio daI recent valu trend life expect total life expect total recent valu trend total total recent valu trend popul growth popul growth recent valu trend net migrat net migrat recent valu trend human capit index human capit index recent valu trend econom indic recent valu trend current constant current constant recent valu billion billion trend per per current constant current constant recent valu trend growth growth recent valu trend total total labor total total labor recent valu trend consum consum recent valu trend person receiv person receiv recent valu trend environ indic recent valu trend per per recent valu trend forest area land forest area land recent valu trend access electr access electr recent valu trend annual total intern annual total intern recent valu trend electr product renew exclud hydroelectr electr product renew exclud hydroelectr recent valu trend peopl safe sanit peopl safe sanit recent valu trend indic recent valu trend intent intent recent valu trend central govern total central govern total data avail trend statist perform overal score statist perform overal score recent valu trend recent valu trend proport nation proport nation recent valu trend foreign direct net foreign direct net recent valu trend map compar time seri world develop excel explor countri profil back top fiscal year million new supplement fiscal year brows map summari million maI origin princip amount amount amount undisburs amount oblig explor raw data world slice dice visual share site social take home mobil recent lac high frequenc phone wave romero lac high frequenc phone wave romero global financi inclus develop research financ privat sector develop unit high frequenc surveI quarter un refuge agenc provid data peopl live oper human capit index per horizont product rel complet educ full health human capit index data countri level human capit index well overal index amount human capit child born todaI expect attain age given poor health poor educ prevail countri design highlight current health educ shape product next gener assum born todaI experi next educ health age rang current human capit index global econom annual growth global econom world economi affect report major commod financi global econom climat chang averag monthli temperatur averag monthli rainfal climat chang knowledg portal climat data inform understand commun futur climat chang climat chang knowledg portal help us improv site help feedback legal privaci notic access inform contact world bank report fraud corrupt site optim function give best possibl continu navig beyond learn click
Peru | Data,Peru from The World Bank: Data,https://data.worldbank.org/country/peru?view=chart,data page close brows countri indic data menu page data brows countri indic us get help desk contact data improv statist capac global data facil intern comparison program power pariti intern household surveI network joint extern debt hub open data quarterli extern debt statist world develop intern debt statist countri data develop use jump human capit index global econom climat overview theme goal topic social econom environ social indic recent valu trend poverti ratio daI poverti ratio daI recent valu trend life expect total life expect total recent valu trend total total recent valu trend popul growth popul growth recent valu trend net migrat net migrat recent valu trend human capit index human capit index recent valu trend econom indic recent valu trend current constant current constant recent valu billion billion trend per per current constant current constant recent valu trend growth growth recent valu trend total total labor total total labor recent valu trend consum consum recent valu trend person receiv person receiv recent valu trend environ indic recent valu trend per per recent valu trend forest area land forest area land recent valu trend access electr access electr recent valu trend annual total intern annual total intern recent valu trend electr product renew exclud hydroelectr electr product renew exclud hydroelectr recent valu trend peopl safe sanit peopl safe sanit recent valu trend indic recent valu trend intent intent recent valu trend central govern total central govern total recent valu trend statist perform overal score statist perform overal score recent valu trend recent valu trend proport nation proport nation recent valu trend foreign direct net foreign direct net recent valu trend map compar time seri world develop excel explor countri profil back top fiscal year million new supplement fiscal year brows map summari billion maI origin princip amount amount amount undisburs amount oblig explor raw data world slice dice visual share site social take home mobil recent surveI un refuge agenc flow de un refuge agenc flow de un refuge agenc flow un refuge agenc provid data peopl live oper human capit index per horizont product rel complet educ full health human capit index data countri level human capit index well overal index amount human capit child born todaI expect attain age given poor health poor educ prevail countri design highlight current health educ shape product next gener assum born todaI experi next educ health age rang current human capit index global econom annual growth global econom world economi affect report major commod financi global econom climat chang averag monthli temperatur averag monthli rainfal climat chang knowledg portal climat data inform understand commun futur climat chang climat chang knowledg portal help us improv site help feedback legal privaci notic access inform contact world bank report fraud corrupt site optim function give best possibl continu navig beyond learn click
Puerto Rico | Data,Puerto Rico from The World Bank: Data,https://data.worldbank.org/country/puerto-rico?view=chart,data page close brows countri indic data menu page data brows countri indic us get help desk contact data improv statist capac global data facil intern comparison program power pariti intern household surveI network joint extern debt hub open data quarterli extern debt statist world develop intern debt statist countri data develop use jump human capit index climat overview theme goal topic social econom environ social indic recent valu trend poverti ratio daI poverti ratio daI data avail trend life expect total life expect total recent valu trend total total recent valu trend popul growth popul growth recent valu trend net migrat net migrat recent valu trend human capit index human capit index data avail trend econom indic recent valu trend current constant current constant recent valu billion billion trend per per current constant current constant recent valu trend growth growth recent valu trend total total labor total total labor recent valu trend consum consum data avail trend person receiv person receiv data avail trend environ indic recent valu trend per per data avail trend forest area land forest area land recent valu trend access electr access electr recent valu trend annual total intern annual total intern recent valu trend electr product renew exclud hydroelectr electr product renew exclud hydroelectr data avail trend peopl safe sanit peopl safe sanit recent valu trend indic recent valu trend intent intent recent valu trend central govern total central govern total data avail trend statist perform overal score statist perform overal score data avail trend recent valu trend proport nation proport nation data avail trend foreign direct net foreign direct net data avail trend map compar time seri world develop excel explor countri profil back top recent global financi inclus develop research financ privat sector develop unit commun surveI subset censu popul center commun surveI subset censu popul center censu popul hous subset censu popul center provid data peopl live oper human capit index per horizont product rel complet educ full health human capit index data countri level human capit index well overal index amount human capit child born todaI expect attain age given poor health poor educ prevail countri design highlight current health educ shape product next gener assum born todaI experi next educ health age rang current human capit index climat chang averag monthli temperatur averag monthli rainfal climat chang knowledg portal climat data inform understand commun futur climat chang climat chang knowledg portal help us improv site help feedback legal privaci notic access inform contact world bank report fraud corrupt site optim function give best possibl continu navig beyond learn click
Samoa | Data,Samoa from The World Bank: Data,https://data.worldbank.org/country/samoa?view=chart,data page close brows countri indic data menu page data brows countri indic us get help desk contact data improv statist capac global data facil intern comparison program power pariti intern household surveI network joint extern debt hub open data quarterli extern debt statist world develop intern debt statist countri data develop use jump human capit index global econom climat overview theme goal topic social econom environ social indic recent valu trend poverti ratio daI poverti ratio daI recent valu trend life expect total life expect total recent valu trend total total recent valu trend popul growth popul growth recent valu trend net migrat net migrat recent valu trend human capit index human capit index recent valu trend econom indic recent valu trend current constant current constant recent valu trend per per current constant current constant recent valu trend growth growth recent valu trend total total labor total total labor recent valu trend consum consum recent valu trend person receiv person receiv recent valu trend environ indic recent valu trend per per recent valu trend forest area land forest area land recent valu trend access electr access electr recent valu trend annual total intern annual total intern data avail trend electr product renew exclud hydroelectr electr product renew exclud hydroelectr data avail trend peopl safe sanit peopl safe sanit recent valu trend indic recent valu trend intent intent recent valu trend central govern total central govern total data avail trend statist perform overal score statist perform overal score recent valu trend recent valu trend proport nation proport nation recent valu trend foreign direct net foreign direct net recent valu trend map compar time seri world develop excel explor countri profil back top fiscal year million new supplement fiscal year brows map summari million maI origin princip amount amount amount undisburs amount oblig summari million maI origin princip amount amount amount undisburs amount oblig explor raw data world slice dice visual share site social take home mobil recent multipl indic cluster surveI unit fund enterpris surveI world bank futur busi surveI econom develop world bank govern govern provid data peopl live oper human capit index per horizont product rel complet educ full health human capit index data countri level human capit index well overal index amount human capit child born todaI expect attain age given poor health poor educ prevail countri design highlight current health educ shape product next gener assum born todaI experi next educ health age rang current human capit index global econom annual growth global econom world economi affect report major commod financi global econom climat chang averag monthli temperatur averag monthli rainfal climat chang knowledg portal climat data inform understand commun futur climat chang climat chang knowledg portal help us improv site help feedback legal privaci notic access inform contact world bank report fraud corrupt site optim function give best possibl continu navig beyond learn click
Serbia | Data,Serbia from The World Bank: Data,https://data.worldbank.org/country/serbia?view=chart,data page close brows countri indic data menu page data brows countri indic us get help desk contact data improv statist capac global data facil intern comparison program power pariti intern household surveI network joint extern debt hub open data quarterli extern debt statist world develop intern debt statist countri data develop use jump human capit index global econom climat overview theme goal topic social econom environ social indic recent valu trend poverti ratio daI poverti ratio daI recent valu trend life expect total life expect total recent valu trend total total recent valu trend popul growth popul growth recent valu trend net migrat net migrat recent valu trend human capit index human capit index recent valu trend econom indic recent valu trend current constant current constant recent valu billion billion trend per per current constant current constant recent valu trend growth growth recent valu trend total total labor total total labor recent valu trend consum consum recent valu trend person receiv person receiv recent valu trend environ indic recent valu trend per per recent valu trend forest area land forest area land recent valu trend access electr access electr recent valu trend annual total intern annual total intern recent valu trend electr product renew exclud hydroelectr electr product renew exclud hydroelectr recent valu trend peopl safe sanit peopl safe sanit recent valu trend indic recent valu trend intent intent recent valu trend central govern total central govern total data avail trend statist perform overal score statist perform overal score recent valu trend recent valu trend proport nation proport nation recent valu trend foreign direct net foreign direct net recent valu trend map compar time seri world develop excel explor countri profil back top summari maI origin princip amount amount amount undisburs amount oblig explor raw data world slice dice visual share site social take home mobil recent world bank group countri public opinion research group food insecur experi scale statist divis enterpris surveI round enterpris analysi team global food insecur experi scale statist divis provid data peopl live oper human capit index per horizont product rel complet educ full health human capit index data countri level human capit index well overal index amount human capit child born todaI expect attain age given poor health poor educ prevail countri design highlight current health educ shape product next gener assum born todaI experi next educ health age rang current human capit index global econom annual growth global econom world economi affect report major commod financi global econom climat chang averag monthli temperatur averag monthli rainfal climat chang knowledg portal climat data inform understand commun futur climat chang climat chang knowledg portal help us improv site help feedback legal privaci notic access inform contact world bank report fraud corrupt site optim function give best possibl continu navig beyond learn click
Rwanda | Data,Rwanda from The World Bank: Data,https://data.worldbank.org/country/rwanda?view=chart,data page close brows countri indic data menu page data brows countri indic us get help desk contact data improv statist capac global data facil intern comparison program power pariti intern household surveI network joint extern debt hub open data quarterli extern debt statist world develop intern debt statist countri data develop use jump human capit index global econom climat overview theme goal topic social econom environ social indic recent valu trend poverti ratio daI poverti ratio daI recent valu trend life expect total life expect total recent valu trend total total recent valu trend popul growth popul growth recent valu trend net migrat net migrat recent valu trend human capit index human capit index recent valu trend econom indic recent valu trend current constant current constant recent valu billion billion trend per per current constant current constant recent valu trend growth growth recent valu trend total total labor total total labor recent valu trend consum consum recent valu trend person receiv person receiv recent valu trend environ indic recent valu trend per per recent valu trend forest area land forest area land recent valu trend access electr access electr recent valu trend annual total intern annual total intern recent valu trend electr product renew exclud hydroelectr electr product renew exclud hydroelectr data avail trend peopl safe sanit peopl safe sanit data avail trend indic recent valu trend intent intent recent valu trend central govern total central govern total data avail trend statist perform overal score statist perform overal score recent valu trend recent valu trend proport nation proport nation recent valu trend foreign direct net foreign direct net recent valu trend map compar time seri world develop excel explor countri profil back top fiscal year million new supplement fiscal year brows map summari financi intermediari fund thousand summari billion maI origin princip amount amount amount undisburs amount oblig summari million maI origin princip amount amount amount undisburs amount oblig explor raw data world slice dice visual share site social take home mobil recent world bank group countri surveI public opinion research group joint post distribut wash surveI un refuge agenc world vision provid data peopl live oper human capit index per horizont product rel complet educ full health human capit index data countri level human capit index well overal index amount human capit child born todaI expect attain age given poor health poor educ prevail countri design highlight current health educ shape product next gener assum born todaI experi next educ health age rang current human capit index global econom annual growth global econom world economi affect report major commod financi global econom climat chang averag monthli temperatur averag monthli rainfal climat chang knowledg portal climat data inform understand commun futur climat chang climat chang knowledg portal help us improv site help feedback legal privaci notic access inform contact world bank report fraud corrupt site optim function give best possibl continu navig beyond learn click
